meterNumber,meterType,meterModel,meterSerialNumber,meterOwner,capacity,volt,category,phase,meterDigit,region,vendorName,cartonID,meterSequence,defaultUnit,manufacturerName,accuracy,prepaidMeterType,destinationStore,storeAddress,storeManagerName,storeManagerContact,meterSeries
727855408,,VIOIFOWE29793,4.40E+15,Elvic,20457,415V,Non-MD,1-Phase,20415,,Elvic,GIFWOEFO3893519,12,30,TOES,20410,Smart meter,GGC,Maskat town,Rom,20489,18425 - 5
727855409,,VIOIFOWE29794,4.40E+15,Elvic,20458,415V,Non-MD,1-Phase,20416,,Elvic,GIFWOEFO3893519,12,30,TOES,20411,Smart meter,GGC,Maskat town,Rom,20490,18426 - 5
727855410,,VIOIFOWE29795,4.40E+15,Elvic,20459,415V,Non-MD,1-Phase,20417,,Elvic,GIFWOEFO3893519,12,30,TOES,20412,Smart meter,GGC,Maskat town,Rom,20491,18427 - 5
727855411,,VIOIFOWE29796,4.40E+15,Elvic,20460,415V,Non-MD,1-Phase,20418,,Elvic,GIFWOEFO3893519,12,30,TOES,20413,Smart meter,GGC,Maskat town,Rom,20492,18428 - 5
727855412,,VIOIFOWE29797,4.40E+15,Elvic,20461,415V,Non-MD,1-Phase,20419,,Elvic,GIFWOEFO3893519,12,30,TOES,20414,Smart meter,GGC,Maskat town,Rom,20493,18429 - 5
727855413,,VIOIFOWE29798,4.40E+15,Elvic,20462,415V,Non-MD,1-Phase,20420,,Elvic,GIFWOEFO3893519,12,30,TOES,20415,Smart meter,GGC,Maskat town,Rom,20494,18430 - 5
727855414,,VIOIFOWE29799,4.40E+15,Elvic,20463,415V,Non-MD,1-Phase,20421,,Elvic,GIFWOEFO3893519,12,30,TOES,20416,Smart meter,GGC,Maskat town,Rom,20495,18431 - 5
727855415,,VIOIFOWE29800,4.40E+15,Elvic,20464,415V,Non-MD,1-Phase,20422,,Elvic,GIFWOEFO3893519,12,30,TOES,20417,Smart meter,GGC,Maskat town,Rom,20496,18432 - 5
727855416,,VIOIFOWE29801,4.40E+15,Elvic,20465,415V,Non-MD,1-Phase,20423,,Elvic,GIFWOEFO3893519,12,30,TOES,20418,Smart meter,GGC,Maskat town,Rom,20497,18433 - 5
727855417,,VIOIFOWE29802,4.40E+15,Elvic,20466,415V,Non-MD,1-Phase,20424,,Elvic,GIFWOEFO3893519,12,30,TOES,20419,Smart meter,GGC,Maskat town,Rom,20498,18434 - 5
727855418,,VIOIFOWE29803,4.40E+15,Elvic,20467,415V,Non-MD,1-Phase,20425,,Elvic,GIFWOEFO3893519,12,30,TOES,20420,Smart meter,GGC,Maskat town,Rom,20499,18435 - 5
727855419,,VIOIFOWE29804,4.40E+15,Elvic,20468,415V,Non-MD,1-Phase,20426,,Elvic,GIFWOEFO3893519,12,30,TOES,20421,Smart meter,GGC,Maskat town,Rom,20500,18436 - 5
727855420,,VIOIFOWE29805,4.40E+15,Elvic,20469,415V,Non-MD,1-Phase,20427,,Elvic,GIFWOEFO3893519,12,30,TOES,20422,Smart meter,GGC,Maskat town,Rom,20501,18437 - 5
727855421,,VIOIFOWE29806,4.40E+15,Elvic,20470,415V,Non-MD,1-Phase,20428,,Elvic,GIFWOEFO3893519,12,30,TOES,20423,Smart meter,GGC,Maskat town,Rom,20502,18438 - 5
727855422,,VIOIFOWE29807,4.40E+15,Elvic,20471,415V,Non-MD,1-Phase,20429,,Elvic,GIFWOEFO3893519,12,30,TOES,20424,Smart meter,GGC,Maskat town,Rom,20503,18439 - 5
727855423,,VIOIFOWE29808,4.40E+15,Elvic,20472,415V,Non-MD,1-Phase,20430,,Elvic,GIFWOEFO3893519,12,30,TOES,20425,Smart meter,GGC,Maskat town,Rom,20504,18440 - 5
727855424,,VIOIFOWE29809,4.40E+15,Elvic,20473,415V,Non-MD,1-Phase,20431,,Elvic,GIFWOEFO3893519,12,30,TOES,20426,Smart meter,GGC,Maskat town,Rom,20505,18441 - 5
727855425,,VIOIFOWE29810,4.40E+15,Elvic,20474,415V,Non-MD,1-Phase,20432,,Elvic,GIFWOEFO3893519,12,30,TOES,20427,Smart meter,GGC,Maskat town,Rom,20506,18442 - 5
727855426,,VIOIFOWE29811,4.40E+15,Elvic,20475,415V,Non-MD,1-Phase,20433,,Elvic,GIFWOEFO3893519,12,30,TOES,20428,Smart meter,GGC,Maskat town,Rom,20507,18443 - 5
727855427,,VIOIFOWE29812,4.40E+15,Elvic,20476,415V,Non-MD,1-Phase,20434,,Elvic,GIFWOEFO3893519,12,30,TOES,20429,Smart meter,GGC,Maskat town,Rom,20508,18444 - 5
727855428,,VIOIFOWE29813,4.40E+15,Elvic,20477,415V,Non-MD,1-Phase,20435,,Elvic,GIFWOEFO3893519,12,30,TOES,20430,Smart meter,GGC,Maskat town,Rom,20509,18445 - 5
727855429,,VIOIFOWE29814,4.40E+15,Elvic,20478,415V,Non-MD,1-Phase,20436,,Elvic,GIFWOEFO3893519,12,30,TOES,20431,Smart meter,GGC,Maskat town,Rom,20510,18446 - 5
727855430,,VIOIFOWE29815,4.40E+15,Elvic,20479,415V,Non-MD,1-Phase,20437,,Elvic,GIFWOEFO3893519,12,30,TOES,20432,Smart meter,GGC,Maskat town,Rom,20511,18447 - 5
727855431,,VIOIFOWE29816,4.40E+15,Elvic,20480,415V,Non-MD,1-Phase,20438,,Elvic,GIFWOEFO3893519,12,30,TOES,20433,Smart meter,GGC,Maskat town,Rom,20512,18448 - 5
727855432,,VIOIFOWE29817,4.40E+15,Elvic,20481,415V,Non-MD,1-Phase,20439,,Elvic,GIFWOEFO3893519,12,30,TOES,20434,Smart meter,GGC,Maskat town,Rom,20513,18449 - 5
727855433,,VIOIFOWE29818,4.40E+15,Elvic,20482,415V,Non-MD,1-Phase,20440,,Elvic,GIFWOEFO3893519,12,30,TOES,20435,Smart meter,GGC,Maskat town,Rom,20514,18450 - 5
727855434,,VIOIFOWE29819,4.40E+15,Elvic,20483,415V,Non-MD,1-Phase,20441,,Elvic,GIFWOEFO3893519,12,30,TOES,20436,Smart meter,GGC,Maskat town,Rom,20515,18451 - 5
727855435,,VIOIFOWE29820,4.40E+15,Elvic,20484,415V,Non-MD,1-Phase,20442,,Elvic,GIFWOEFO3893519,12,30,TOES,20437,Smart meter,GGC,Maskat town,Rom,20516,18452 - 5
727855436,,VIOIFOWE29821,4.40E+15,Elvic,20485,415V,Non-MD,1-Phase,20443,,Elvic,GIFWOEFO3893519,12,30,TOES,20438,Smart meter,GGC,Maskat town,Rom,20517,18453 - 5
727855437,,VIOIFOWE29822,4.40E+15,Elvic,20486,415V,Non-MD,1-Phase,20444,,Elvic,GIFWOEFO3893519,12,30,TOES,20439,Smart meter,GGC,Maskat town,Rom,20518,18454 - 5
727855438,,VIOIFOWE29823,4.40E+15,Elvic,20487,415V,Non-MD,1-Phase,20445,,Elvic,GIFWOEFO3893519,12,30,TOES,20440,Smart meter,GGC,Maskat town,Rom,20519,18455 - 5
727855439,,VIOIFOWE29824,4.40E+15,Elvic,20488,415V,Non-MD,1-Phase,20446,,Elvic,GIFWOEFO3893519,12,30,TOES,20441,Smart meter,GGC,Maskat town,Rom,20520,18456 - 5
727855440,,VIOIFOWE29825,4.40E+15,Elvic,20489,415V,Non-MD,1-Phase,20447,,Elvic,GIFWOEFO3893519,12,30,TOES,20442,Smart meter,GGC,Maskat town,Rom,20521,18457 - 5
727855441,,VIOIFOWE29826,4.40E+15,Elvic,20490,415V,Non-MD,1-Phase,20448,,Elvic,GIFWOEFO3893519,12,30,TOES,20443,Smart meter,GGC,Maskat town,Rom,20522,18458 - 5
727855442,,VIOIFOWE29827,4.40E+15,Elvic,20491,415V,Non-MD,1-Phase,20449,,Elvic,GIFWOEFO3893519,12,30,TOES,20444,Smart meter,GGC,Maskat town,Rom,20523,18459 - 5
727855443,,VIOIFOWE29828,4.40E+15,Elvic,20492,415V,Non-MD,1-Phase,20450,,Elvic,GIFWOEFO3893519,12,30,TOES,20445,Smart meter,GGC,Maskat town,Rom,20524,18460 - 5
727855444,,VIOIFOWE29829,4.40E+15,Elvic,20493,415V,Non-MD,1-Phase,20451,,Elvic,GIFWOEFO3893519,12,30,TOES,20446,Smart meter,GGC,Maskat town,Rom,20525,18461 - 5
727855445,,VIOIFOWE29830,4.40E+15,Elvic,20494,415V,Non-MD,1-Phase,20452,,Elvic,GIFWOEFO3893519,12,30,TOES,20447,Smart meter,GGC,Maskat town,Rom,20526,18462 - 5
727855446,,VIOIFOWE29831,4.40E+15,Elvic,20495,415V,Non-MD,1-Phase,20453,,Elvic,GIFWOEFO3893519,12,30,TOES,20448,Smart meter,GGC,Maskat town,Rom,20527,18463 - 5
727855447,,VIOIFOWE29832,4.40E+15,Elvic,20496,415V,Non-MD,1-Phase,20454,,Elvic,GIFWOEFO3893519,12,30,TOES,20449,Smart meter,GGC,Maskat town,Rom,20528,18464 - 5
727855448,,VIOIFOWE29833,4.40E+15,Elvic,20497,415V,Non-MD,1-Phase,20455,,Elvic,GIFWOEFO3893519,12,30,TOES,20450,Smart meter,GGC,Maskat town,Rom,20529,18465 - 5
727855449,,VIOIFOWE29834,4.40E+15,Elvic,20498,415V,Non-MD,1-Phase,20456,,Elvic,GIFWOEFO3893519,12,30,TOES,20451,Smart meter,GGC,Maskat town,Rom,20530,18466 - 5
727855450,,VIOIFOWE29835,4.40E+15,Elvic,20499,415V,Non-MD,1-Phase,20457,,Elvic,GIFWOEFO3893519,12,30,TOES,20452,Smart meter,GGC,Maskat town,Rom,20531,18467 - 5
727855451,,VIOIFOWE29836,4.40E+15,Elvic,20500,415V,Non-MD,1-Phase,20458,,Elvic,GIFWOEFO3893519,12,30,TOES,20453,Smart meter,GGC,Maskat town,Rom,20532,18468 - 5
727855452,,VIOIFOWE29837,4.40E+15,Elvic,20501,415V,Non-MD,1-Phase,20459,,Elvic,GIFWOEFO3893519,12,30,TOES,20454,Smart meter,GGC,Maskat town,Rom,20533,18469 - 5
727855453,,VIOIFOWE29838,4.40E+15,Elvic,20502,415V,Non-MD,1-Phase,20460,,Elvic,GIFWOEFO3893519,12,30,TOES,20455,Smart meter,GGC,Maskat town,Rom,20534,18470 - 5
727855454,,VIOIFOWE29839,4.40E+15,Elvic,20503,415V,Non-MD,1-Phase,20461,,Elvic,GIFWOEFO3893519,12,30,TOES,20456,Smart meter,GGC,Maskat town,Rom,20535,18471 - 5
727855455,,VIOIFOWE29840,4.40E+15,Elvic,20504,415V,Non-MD,1-Phase,20462,,Elvic,GIFWOEFO3893519,12,30,TOES,20457,Smart meter,GGC,Maskat town,Rom,20536,18472 - 5
727855456,,VIOIFOWE29841,4.40E+15,Elvic,20505,415V,Non-MD,1-Phase,20463,,Elvic,GIFWOEFO3893519,12,30,TOES,20458,Smart meter,GGC,Maskat town,Rom,20537,18473 - 5
727855457,,VIOIFOWE29842,4.40E+15,Elvic,20506,415V,Non-MD,1-Phase,20464,,Elvic,GIFWOEFO3893519,12,30,TOES,20459,Smart meter,GGC,Maskat town,Rom,20538,18474 - 5
727855458,,VIOIFOWE29843,4.40E+15,Elvic,20507,415V,Non-MD,1-Phase,20465,,Elvic,GIFWOEFO3893519,12,30,TOES,20460,Smart meter,GGC,Maskat town,Rom,20539,18475 - 5
727855459,,VIOIFOWE29844,4.40E+15,Elvic,20508,415V,Non-MD,1-Phase,20466,,Elvic,GIFWOEFO3893519,12,30,TOES,20461,Smart meter,GGC,Maskat town,Rom,20540,18476 - 5
727855460,,VIOIFOWE29845,4.40E+15,Elvic,20509,415V,Non-MD,1-Phase,20467,,Elvic,GIFWOEFO3893519,12,30,TOES,20462,Smart meter,GGC,Maskat town,Rom,20541,18477 - 5
727855461,,VIOIFOWE29846,4.40E+15,Elvic,20510,415V,Non-MD,1-Phase,20468,,Elvic,GIFWOEFO3893519,12,30,TOES,20463,Smart meter,GGC,Maskat town,Rom,20542,18478 - 5
727855462,,VIOIFOWE29847,4.40E+15,Elvic,20511,415V,Non-MD,1-Phase,20469,,Elvic,GIFWOEFO3893519,12,30,TOES,20464,Smart meter,GGC,Maskat town,Rom,20543,18479 - 5
727855463,,VIOIFOWE29848,4.40E+15,Elvic,20512,415V,Non-MD,1-Phase,20470,,Elvic,GIFWOEFO3893519,12,30,TOES,20465,Smart meter,GGC,Maskat town,Rom,20544,18480 - 5
727855464,,VIOIFOWE29849,4.40E+15,Elvic,20513,415V,Non-MD,1-Phase,20471,,Elvic,GIFWOEFO3893519,12,30,TOES,20466,Smart meter,GGC,Maskat town,Rom,20545,18481 - 5
727855465,,VIOIFOWE29850,4.40E+15,Elvic,20514,415V,Non-MD,1-Phase,20472,,Elvic,GIFWOEFO3893519,12,30,TOES,20467,Smart meter,GGC,Maskat town,Rom,20546,18482 - 5
727855466,,VIOIFOWE29851,4.40E+15,Elvic,20515,415V,Non-MD,1-Phase,20473,,Elvic,GIFWOEFO3893519,12,30,TOES,20468,Smart meter,GGC,Maskat town,Rom,20547,18483 - 5
727855467,,VIOIFOWE29852,4.40E+15,Elvic,20516,415V,Non-MD,1-Phase,20474,,Elvic,GIFWOEFO3893519,12,30,TOES,20469,Smart meter,GGC,Maskat town,Rom,20548,18484 - 5
727855468,,VIOIFOWE29853,4.40E+15,Elvic,20517,415V,Non-MD,1-Phase,20475,,Elvic,GIFWOEFO3893519,12,30,TOES,20470,Smart meter,GGC,Maskat town,Rom,20549,18485 - 5
727855469,,VIOIFOWE29854,4.40E+15,Elvic,20518,415V,Non-MD,1-Phase,20476,,Elvic,GIFWOEFO3893519,12,30,TOES,20471,Smart meter,GGC,Maskat town,Rom,20550,18486 - 5
727855470,,VIOIFOWE29855,4.40E+15,Elvic,20519,415V,Non-MD,1-Phase,20477,,Elvic,GIFWOEFO3893519,12,30,TOES,20472,Smart meter,GGC,Maskat town,Rom,20551,18487 - 5
727855471,,VIOIFOWE29856,4.40E+15,Elvic,20520,415V,Non-MD,1-Phase,20478,,Elvic,GIFWOEFO3893519,12,30,TOES,20473,Smart meter,GGC,Maskat town,Rom,20552,18488 - 5
727855472,,VIOIFOWE29857,4.40E+15,Elvic,20521,415V,Non-MD,1-Phase,20479,,Elvic,GIFWOEFO3893519,12,30,TOES,20474,Smart meter,GGC,Maskat town,Rom,20553,18489 - 5
727855473,,VIOIFOWE29858,4.40E+15,Elvic,20522,415V,Non-MD,1-Phase,20480,,Elvic,GIFWOEFO3893519,12,30,TOES,20475,Smart meter,GGC,Maskat town,Rom,20554,18490 - 5
727855474,,VIOIFOWE29859,4.40E+15,Elvic,20523,415V,Non-MD,1-Phase,20481,,Elvic,GIFWOEFO3893519,12,30,TOES,20476,Smart meter,GGC,Maskat town,Rom,20555,18491 - 5
727855475,,VIOIFOWE29860,4.40E+15,Elvic,20524,415V,Non-MD,1-Phase,20482,,Elvic,GIFWOEFO3893519,12,30,TOES,20477,Smart meter,GGC,Maskat town,Rom,20556,18492 - 5
727855476,,VIOIFOWE29861,4.40E+15,Elvic,20525,415V,Non-MD,1-Phase,20483,,Elvic,GIFWOEFO3893519,12,30,TOES,20478,Smart meter,GGC,Maskat town,Rom,20557,18493 - 5
727855477,,VIOIFOWE29862,4.40E+15,Elvic,20526,415V,Non-MD,1-Phase,20484,,Elvic,GIFWOEFO3893519,12,30,TOES,20479,Smart meter,GGC,Maskat town,Rom,20558,18494 - 5
727855478,,VIOIFOWE29863,4.40E+15,Elvic,20527,415V,Non-MD,1-Phase,20485,,Elvic,GIFWOEFO3893519,12,30,TOES,20480,Smart meter,GGC,Maskat town,Rom,20559,18495 - 5
727855479,,VIOIFOWE29864,4.40E+15,Elvic,20528,415V,Non-MD,1-Phase,20486,,Elvic,GIFWOEFO3893519,12,30,TOES,20481,Smart meter,GGC,Maskat town,Rom,20560,18496 - 5
727855480,,VIOIFOWE29865,4.40E+15,Elvic,20529,415V,Non-MD,1-Phase,20487,,Elvic,GIFWOEFO3893519,12,30,TOES,20482,Smart meter,GGC,Maskat town,Rom,20561,18497 - 5
727855481,,VIOIFOWE29866,4.40E+15,Elvic,20530,415V,Non-MD,1-Phase,20488,,Elvic,GIFWOEFO3893519,12,30,TOES,20483,Smart meter,GGC,Maskat town,Rom,20562,18498 - 5
727855482,,VIOIFOWE29867,4.40E+15,Elvic,20531,415V,Non-MD,1-Phase,20489,,Elvic,GIFWOEFO3893519,12,30,TOES,20484,Smart meter,GGC,Maskat town,Rom,20563,18499 - 5
727855483,,VIOIFOWE29868,4.40E+15,Elvic,20532,415V,Non-MD,1-Phase,20490,,Elvic,GIFWOEFO3893519,12,30,TOES,20485,Smart meter,GGC,Maskat town,Rom,20564,18500 - 5
727855484,,VIOIFOWE29869,4.40E+15,Elvic,20533,415V,Non-MD,1-Phase,20491,,Elvic,GIFWOEFO3893519,12,30,TOES,20486,Smart meter,GGC,Maskat town,Rom,20565,18501 - 5
727855485,,VIOIFOWE29870,4.40E+15,Elvic,20534,415V,Non-MD,1-Phase,20492,,Elvic,GIFWOEFO3893519,12,30,TOES,20487,Smart meter,GGC,Maskat town,Rom,20566,18502 - 5
727855486,,VIOIFOWE29871,4.40E+15,Elvic,20535,415V,Non-MD,1-Phase,20493,,Elvic,GIFWOEFO3893519,12,30,TOES,20488,Smart meter,GGC,Maskat town,Rom,20567,18503 - 5
727855487,,VIOIFOWE29872,4.40E+15,Elvic,20536,415V,Non-MD,1-Phase,20494,,Elvic,GIFWOEFO3893519,12,30,TOES,20489,Smart meter,GGC,Maskat town,Rom,20568,18504 - 5
727855488,,VIOIFOWE29873,4.40E+15,Elvic,20537,415V,Non-MD,1-Phase,20495,,Elvic,GIFWOEFO3893519,12,30,TOES,20490,Smart meter,GGC,Maskat town,Rom,20569,18505 - 5
727855489,,VIOIFOWE29874,4.40E+15,Elvic,20538,415V,Non-MD,1-Phase,20496,,Elvic,GIFWOEFO3893519,12,30,TOES,20491,Smart meter,GGC,Maskat town,Rom,20570,18506 - 5
727855490,,VIOIFOWE29875,4.40E+15,Elvic,20539,415V,Non-MD,1-Phase,20497,,Elvic,GIFWOEFO3893519,12,30,TOES,20492,Smart meter,GGC,Maskat town,Rom,20571,18507 - 5
727855491,,VIOIFOWE29876,4.40E+15,Elvic,20540,415V,Non-MD,1-Phase,20498,,Elvic,GIFWOEFO3893519,12,30,TOES,20493,Smart meter,GGC,Maskat town,Rom,20572,18508 - 5
727855492,,VIOIFOWE29877,4.40E+15,Elvic,20541,415V,Non-MD,1-Phase,20499,,Elvic,GIFWOEFO3893519,12,30,TOES,20494,Smart meter,GGC,Maskat town,Rom,20573,18509 - 5
727855493,,VIOIFOWE29878,4.40E+15,Elvic,20542,415V,Non-MD,1-Phase,20500,,Elvic,GIFWOEFO3893519,12,30,TOES,20495,Smart meter,GGC,Maskat town,Rom,20574,18510 - 5
727855494,,VIOIFOWE29879,4.40E+15,Elvic,20543,415V,Non-MD,1-Phase,20501,,Elvic,GIFWOEFO3893519,12,30,TOES,20496,Smart meter,GGC,Maskat town,Rom,20575,18511 - 5
727855495,,VIOIFOWE29880,4.40E+15,Elvic,20544,415V,Non-MD,1-Phase,20502,,Elvic,GIFWOEFO3893519,12,30,TOES,20497,Smart meter,GGC,Maskat town,Rom,20576,18512 - 5
727855496,,VIOIFOWE29881,4.40E+15,Elvic,20545,415V,Non-MD,1-Phase,20503,,Elvic,GIFWOEFO3893519,12,30,TOES,20498,Smart meter,GGC,Maskat town,Rom,20577,18513 - 5
727855497,,VIOIFOWE29882,4.40E+15,Elvic,20546,415V,Non-MD,1-Phase,20504,,Elvic,GIFWOEFO3893519,12,30,TOES,20499,Smart meter,GGC,Maskat town,Rom,20578,18514 - 5
727855498,,VIOIFOWE29883,4.40E+15,Elvic,20547,415V,Non-MD,1-Phase,20505,,Elvic,GIFWOEFO3893519,12,30,TOES,20500,Smart meter,GGC,Maskat town,Rom,20579,18515 - 5
727855499,,VIOIFOWE29884,4.40E+15,Elvic,20548,415V,Non-MD,1-Phase,20506,,Elvic,GIFWOEFO3893519,12,30,TOES,20501,Smart meter,GGC,Maskat town,Rom,20580,18516 - 5
727855500,,VIOIFOWE29885,4.40E+15,Elvic,20549,415V,Non-MD,1-Phase,20507,,Elvic,GIFWOEFO3893519,12,30,TOES,20502,Smart meter,GGC,Maskat town,Rom,20581,18517 - 5
727855501,,VIOIFOWE29886,4.40E+15,Elvic,20550,415V,Non-MD,1-Phase,20508,,Elvic,GIFWOEFO3893519,12,30,TOES,20503,Smart meter,GGC,Maskat town,Rom,20582,18518 - 5
727855502,,VIOIFOWE29887,4.40E+15,Elvic,20551,415V,Non-MD,1-Phase,20509,,Elvic,GIFWOEFO3893519,12,30,TOES,20504,Smart meter,GGC,Maskat town,Rom,20583,18519 - 5
727855503,,VIOIFOWE29888,4.40E+15,Elvic,20552,415V,Non-MD,1-Phase,20510,,Elvic,GIFWOEFO3893519,12,30,TOES,20505,Smart meter,GGC,Maskat town,Rom,20584,18520 - 5
727855504,,VIOIFOWE29889,4.40E+15,Elvic,20553,415V,Non-MD,1-Phase,20511,,Elvic,GIFWOEFO3893519,12,30,TOES,20506,Smart meter,GGC,Maskat town,Rom,20585,18521 - 5
727855505,,VIOIFOWE29890,4.40E+15,Elvic,20554,415V,Non-MD,1-Phase,20512,,Elvic,GIFWOEFO3893519,12,30,TOES,20507,Smart meter,GGC,Maskat town,Rom,20586,18522 - 5
727855506,,VIOIFOWE29891,4.40E+15,Elvic,20555,415V,Non-MD,1-Phase,20513,,Elvic,GIFWOEFO3893519,12,30,TOES,20508,Smart meter,GGC,Maskat town,Rom,20587,18523 - 5
727855507,,VIOIFOWE29892,4.40E+15,Elvic,20556,415V,Non-MD,1-Phase,20514,,Elvic,GIFWOEFO3893519,12,30,TOES,20509,Smart meter,GGC,Maskat town,Rom,20588,18524 - 5
727855508,,VIOIFOWE29893,4.40E+15,Elvic,20557,415V,Non-MD,1-Phase,20515,,Elvic,GIFWOEFO3893519,12,30,TOES,20510,Smart meter,GGC,Maskat town,Rom,20589,18525 - 5
727855509,,VIOIFOWE29894,4.40E+15,Elvic,20558,415V,Non-MD,1-Phase,20516,,Elvic,GIFWOEFO3893519,12,30,TOES,20511,Smart meter,GGC,Maskat town,Rom,20590,18526 - 5
727855510,,VIOIFOWE29895,4.40E+15,Elvic,20559,415V,Non-MD,1-Phase,20517,,Elvic,GIFWOEFO3893519,12,30,TOES,20512,Smart meter,GGC,Maskat town,Rom,20591,18527 - 5
727855511,,VIOIFOWE29896,4.40E+15,Elvic,20560,415V,Non-MD,1-Phase,20518,,Elvic,GIFWOEFO3893519,12,30,TOES,20513,Smart meter,GGC,Maskat town,Rom,20592,18528 - 5
727855512,,VIOIFOWE29897,4.40E+15,Elvic,20561,415V,Non-MD,1-Phase,20519,,Elvic,GIFWOEFO3893519,12,30,TOES,20514,Smart meter,GGC,Maskat town,Rom,20593,18529 - 5
727855513,,VIOIFOWE29898,4.40E+15,Elvic,20562,415V,Non-MD,1-Phase,20520,,Elvic,GIFWOEFO3893519,12,30,TOES,20515,Smart meter,GGC,Maskat town,Rom,20594,18530 - 5
727855514,,VIOIFOWE29899,4.40E+15,Elvic,20563,415V,Non-MD,1-Phase,20521,,Elvic,GIFWOEFO3893519,12,30,TOES,20516,Smart meter,GGC,Maskat town,Rom,20595,18531 - 5
727855515,,VIOIFOWE29900,4.40E+15,Elvic,20564,415V,Non-MD,1-Phase,20522,,Elvic,GIFWOEFO3893519,12,30,TOES,20517,Smart meter,GGC,Maskat town,Rom,20596,18532 - 5
727855516,,VIOIFOWE29901,4.40E+15,Elvic,20565,415V,Non-MD,1-Phase,20523,,Elvic,GIFWOEFO3893519,12,30,TOES,20518,Smart meter,GGC,Maskat town,Rom,20597,18533 - 5
727855517,,VIOIFOWE29902,4.40E+15,Elvic,20566,415V,Non-MD,1-Phase,20524,,Elvic,GIFWOEFO3893519,12,30,TOES,20519,Smart meter,GGC,Maskat town,Rom,20598,18534 - 5
727855518,,VIOIFOWE29903,4.40E+15,Elvic,20567,415V,Non-MD,1-Phase,20525,,Elvic,GIFWOEFO3893519,12,30,TOES,20520,Smart meter,GGC,Maskat town,Rom,20599,18535 - 5
727855519,,VIOIFOWE29904,4.40E+15,Elvic,20568,415V,Non-MD,1-Phase,20526,,Elvic,GIFWOEFO3893519,12,30,TOES,20521,Smart meter,GGC,Maskat town,Rom,20600,18536 - 5
727855520,,VIOIFOWE29905,4.40E+15,Elvic,20569,415V,Non-MD,1-Phase,20527,,Elvic,GIFWOEFO3893519,12,30,TOES,20522,Smart meter,GGC,Maskat town,Rom,20601,18537 - 5
727855521,,VIOIFOWE29906,4.40E+15,Elvic,20570,415V,Non-MD,1-Phase,20528,,Elvic,GIFWOEFO3893519,12,30,TOES,20523,Smart meter,GGC,Maskat town,Rom,20602,18538 - 5
727855522,,VIOIFOWE29907,4.40E+15,Elvic,20571,415V,Non-MD,1-Phase,20529,,Elvic,GIFWOEFO3893519,12,30,TOES,20524,Smart meter,GGC,Maskat town,Rom,20603,18539 - 5
727855523,,VIOIFOWE29908,4.40E+15,Elvic,20572,415V,Non-MD,1-Phase,20530,,Elvic,GIFWOEFO3893519,12,30,TOES,20525,Smart meter,GGC,Maskat town,Rom,20604,18540 - 5
727855524,,VIOIFOWE29909,4.40E+15,Elvic,20573,415V,Non-MD,1-Phase,20531,,Elvic,GIFWOEFO3893519,12,30,TOES,20526,Smart meter,GGC,Maskat town,Rom,20605,18541 - 5
727855525,,VIOIFOWE29910,4.40E+15,Elvic,20574,415V,Non-MD,1-Phase,20532,,Elvic,GIFWOEFO3893519,12,30,TOES,20527,Smart meter,GGC,Maskat town,Rom,20606,18542 - 5
727855526,,VIOIFOWE29911,4.40E+15,Elvic,20575,415V,Non-MD,1-Phase,20533,,Elvic,GIFWOEFO3893519,12,30,TOES,20528,Smart meter,GGC,Maskat town,Rom,20607,18543 - 5
727855527,,VIOIFOWE29912,4.40E+15,Elvic,20576,415V,Non-MD,1-Phase,20534,,Elvic,GIFWOEFO3893519,12,30,TOES,20529,Smart meter,GGC,Maskat town,Rom,20608,18544 - 5
727855528,,VIOIFOWE29913,4.40E+15,Elvic,20577,415V,Non-MD,1-Phase,20535,,Elvic,GIFWOEFO3893519,12,30,TOES,20530,Smart meter,GGC,Maskat town,Rom,20609,18545 - 5
727855529,,VIOIFOWE29914,4.40E+15,Elvic,20578,415V,Non-MD,1-Phase,20536,,Elvic,GIFWOEFO3893519,12,30,TOES,20531,Smart meter,GGC,Maskat town,Rom,20610,18546 - 5
727855530,,VIOIFOWE29915,4.40E+15,Elvic,20579,415V,Non-MD,1-Phase,20537,,Elvic,GIFWOEFO3893519,12,30,TOES,20532,Smart meter,GGC,Maskat town,Rom,20611,18547 - 5
727855531,,VIOIFOWE29916,4.40E+15,Elvic,20580,415V,Non-MD,1-Phase,20538,,Elvic,GIFWOEFO3893519,12,30,TOES,20533,Smart meter,GGC,Maskat town,Rom,20612,18548 - 5
727855532,,VIOIFOWE29917,4.40E+15,Elvic,20581,415V,Non-MD,1-Phase,20539,,Elvic,GIFWOEFO3893519,12,30,TOES,20534,Smart meter,GGC,Maskat town,Rom,20613,18549 - 5
727855533,,VIOIFOWE29918,4.40E+15,Elvic,20582,415V,Non-MD,1-Phase,20540,,Elvic,GIFWOEFO3893519,12,30,TOES,20535,Smart meter,GGC,Maskat town,Rom,20614,18550 - 5
727855534,,VIOIFOWE29919,4.40E+15,Elvic,20583,415V,Non-MD,1-Phase,20541,,Elvic,GIFWOEFO3893519,12,30,TOES,20536,Smart meter,GGC,Maskat town,Rom,20615,18551 - 5
727855535,,VIOIFOWE29920,4.40E+15,Elvic,20584,415V,Non-MD,1-Phase,20542,,Elvic,GIFWOEFO3893519,12,30,TOES,20537,Smart meter,GGC,Maskat town,Rom,20616,18552 - 5
